candidate_id,family,side,horizon,surface_type,bucket,events,independent_days,max_day_share,median_return_bp,positive_rate,net_bp_after_0_00015,MFE_MAE_ratio,observable_entry_predicates,suggested_formal_replay_direction,stop_candidate_idea,target_candidate_idea,expiry_candidate_idea,known_weaknesses,required_next_validation
CAND_BTC_EXH_SHORT_3_VOL_Q95PLUS_V1,EXHAUSTION_REVERSAL,SHORT,3,volume_bucket_only,Q95_PLUS,144,54,0.048611,7.946694,0.75,6.698162,1.873215,"Sprint 06 observable exhaustion predicate: prior impulse, high volume quantile, rejection/stall, delta dominance, VWAP stretch; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Opposite side of exhaustion/rejection event bar or recent impulse extreme; define before replay.,VWAP touch or fixed-R target candidate; choose one before replay.,3 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_LONG_12_VOL_BELOWQ75_V1,VWAP_DEVIATION_REVERSION,LONG,12,volume_bucket_only,BELOW_Q75,460,44,0.054348,6.024556,0.680435,6.679231,2.358769,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,12 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_EXH_LONG_12_VOL_Q95PLUS_V1,EXHAUSTION_REVERSAL,LONG,12,volume_bucket_only,Q95_PLUS,129,47,0.054264,8.106128,0.713178,6.667197,1.382437,"Sprint 06 observable exhaustion predicate: prior impulse, high volume quantile, rejection/stall, delta dominance, VWAP stretch; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Opposite side of exhaustion/rejection event bar or recent impulse extreme; define before replay.,VWAP touch or fixed-R target candidate; choose one before replay.,12 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_SHORT_12_VOL_Q7590_V1,VWAP_DEVIATION_REVERSION,SHORT,12,volume_bucket_only,Q75_90,327,50,0.06422,6.563305,0.672783,6.48285,1.849071,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,12 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_SHORT_12_VOL_Q95PLUS_V1,VWAP_DEVIATION_REVERSION,SHORT,12,volume_bucket_only,Q95_PLUS,320,53,0.053125,7.082337,0.65625,6.270339,1.614557,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,12 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_SHORT_24_VOL_Q7590_V1,VWAP_DEVIATION_REVERSION,SHORT,24,volume_bucket_only,Q75_90,327,50,0.06422,7.767789,0.651376,6.234783,1.849071,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,24 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_LONG_24_VOL_Q95PLUS_V1,VWAP_DEVIATION_REVERSION,LONG,24,volume_bucket_only,Q95_PLUS,319,48,0.059561,6.968196,0.642633,6.101617,1.528798,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,24 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_LONG_12_VOL_Q95PLUS_V1,VWAP_DEVIATION_REVERSION,LONG,12,volume_bucket_only,Q95_PLUS,319,48,0.059561,7.445336,0.661442,5.988437,1.528798,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,12 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_SHORT_24_VOL_BELOWQ75_V1,VWAP_DEVIATION_REVERSION,SHORT,24,volume_bucket_only,BELOW_Q75,471,51,0.065817,7.293367,0.613588,5.987076,2.143922,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,24 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_SHORT_60_VOL_Q95PLUS_V1,VWAP_DEVIATION_REVERSION,SHORT,60,volume_bucket_only,Q95_PLUS,318,53,0.053459,10.167748,0.59434,5.563475,1.230944,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,60 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_SHORT_12_VOL_BELOWQ75_V1,VWAP_DEVIATION_REVERSION,SHORT,12,volume_bucket_only,BELOW_Q75,472,51,0.065678,6.578933,0.684322,5.542594,2.147085,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,12 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_LONG_60_VOL_Q95PLUS_V1,VWAP_DEVIATION_REVERSION,LONG,60,volume_bucket_only,Q95_PLUS,319,48,0.059561,8.63887,0.62069,5.510947,1.224158,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,60 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_EXH_LONG_24_VOL_Q95PLUS_V1,EXHAUSTION_REVERSAL,LONG,24,volume_bucket_only,Q95_PLUS,129,47,0.054264,7.705527,0.658915,5.084079,1.382437,"Sprint 06 observable exhaustion predicate: prior impulse, high volume quantile, rejection/stall, delta dominance, VWAP stretch; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Opposite side of exhaustion/rejection event bar or recent impulse extreme; define before replay.,VWAP touch or fixed-R target candidate; choose one before replay.,24 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_LONG_6_VOL_BELOWQ75_V1,VWAP_DEVIATION_REVERSION,LONG,6,volume_bucket_only,BELOW_Q75,460,44,0.054348,4.875253,0.673913,5.061079,2.358769,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,6 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_EXH_LONG_60_VOL_Q95PLUS_V1,EXHAUSTION_REVERSAL,LONG,60,volume_bucket_only,Q95_PLUS,129,47,0.054264,7.583854,0.604651,4.960803,1.133285,"Sprint 06 observable exhaustion predicate: prior impulse, high volume quantile, rejection/stall, delta dominance, VWAP stretch; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Opposite side of exhaustion/rejection event bar or recent impulse extreme; define before replay.,VWAP touch or fixed-R target candidate; choose one before replay.,60 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_SHORT_6_VOL_Q95PLUS_V1,VWAP_DEVIATION_REVERSION,SHORT,6,volume_bucket_only,Q95_PLUS,320,53,0.053125,5.389826,0.65,4.702563,1.614557,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,6 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_SHORT_6_VOL_BELOWQ75_V1,VWAP_DEVIATION_REVERSION,SHORT,6,volume_bucket_only,BELOW_Q75,472,51,0.065678,5.196195,0.684322,4.678814,2.147085,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,6 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_SHORT_12_VOL_Q9095_V1,VWAP_DEVIATION_REVERSION,SHORT,12,volume_bucket_only,Q90_95,166,45,0.060241,6.610114,0.692771,4.455758,1.537756,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,12 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_LONG_6_VOL_Q9095_V1,VWAP_DEVIATION_REVERSION,LONG,6,volume_bucket_only,Q90_95,172,45,0.069767,5.828201,0.651163,4.363665,1.881786,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,6 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_SHORT_60_VOL_BELOWQ75_V1,VWAP_DEVIATION_REVERSION,SHORT,60,volume_bucket_only,BELOW_Q75,471,51,0.065817,7.425702,0.585987,4.310799,1.439596,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,60 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_EXH_LONG_6_VOL_Q95PLUS_V1,EXHAUSTION_REVERSAL,LONG,6,volume_bucket_only,Q95_PLUS,129,47,0.054264,7.689801,0.697674,4.202807,1.382437,"Sprint 06 observable exhaustion predicate: prior impulse, high volume quantile, rejection/stall, delta dominance, VWAP stretch; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Opposite side of exhaustion/rejection event bar or recent impulse extreme; define before replay.,VWAP touch or fixed-R target candidate; choose one before replay.,6 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_SHORT_6_VOL_Q7590_V1,VWAP_DEVIATION_REVERSION,SHORT,6,volume_bucket_only,Q75_90,327,50,0.06422,4.379524,0.66055,4.039306,1.849071,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,6 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_SHORT_3_VOL_Q95PLUS_V1,VWAP_DEVIATION_REVERSION,SHORT,3,volume_bucket_only,Q95_PLUS,320,53,0.053125,4.213265,0.66875,3.881332,1.614557,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,3 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_LONG_6_VOL_Q7590_V1,VWAP_DEVIATION_REVERSION,LONG,6,volume_bucket_only,Q75_90,320,45,0.06875,5.029644,0.703125,3.812726,1.766146,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,6 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_LONG_12_VOL_Q7590_V1,VWAP_DEVIATION_REVERSION,LONG,12,volume_bucket_only,Q75_90,320,45,0.06875,4.974103,0.665625,3.74647,1.766146,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,12 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_LONG_3_VOL_Q9095_V1,VWAP_DEVIATION_REVERSION,LONG,3,volume_bucket_only,Q90_95,172,45,0.069767,4.793007,0.697674,3.542319,1.881786,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,3 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_LONG_6_VOL_Q95PLUS_V1,VWAP_DEVIATION_REVERSION,LONG,6,volume_bucket_only,Q95_PLUS,319,48,0.059561,4.934904,0.633229,3.455172,1.528798,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,6 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_LONG_3_VOL_Q95PLUS_V1,VWAP_DEVIATION_REVERSION,LONG,3,volume_bucket_only,Q95_PLUS,319,48,0.059561,3.735621,0.639498,3.096028,1.528798,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,3 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_LONG_3_VOL_BELOWQ75_V1,VWAP_DEVIATION_REVERSION,LONG,3,volume_bucket_only,BELOW_Q75,460,44,0.054348,3.388489,0.665217,2.868296,2.358769,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,3 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_SHORT_6_VOL_Q9095_V1,VWAP_DEVIATION_REVERSION,SHORT,6,volume_bucket_only,Q90_95,166,45,0.060241,4.401909,0.674699,2.780824,1.537756,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,6 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_SHORT_3_VOL_BELOWQ75_V1,VWAP_DEVIATION_REVERSION,SHORT,3,volume_bucket_only,BELOW_Q75,472,51,0.065678,3.170389,0.65678,2.746844,2.147085,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,3 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_LONG_24_VOL_Q7590_V1,VWAP_DEVIATION_REVERSION,LONG,24,volume_bucket_only,Q75_90,320,45,0.06875,5.540151,0.628125,2.743863,1.766146,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,24 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_SHORT_3_VOL_Q7590_V1,VWAP_DEVIATION_REVERSION,SHORT,3,volume_bucket_only,Q75_90,327,50,0.06422,3.198976,0.654434,2.598526,1.849071,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,3 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_LONG_60_VOL_Q7590_V1,VWAP_DEVIATION_REVERSION,LONG,60,volume_bucket_only,Q75_90,320,45,0.06875,6.78779,0.59375,2.536039,1.182837,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,60 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_EXH_LONG_3_VOL_Q95PLUS_V1,EXHAUSTION_REVERSAL,LONG,3,volume_bucket_only,Q95_PLUS,129,47,0.054264,5.168079,0.635659,2.143925,1.382437,"Sprint 06 observable exhaustion predicate: prior impulse, high volume quantile, rejection/stall, delta dominance, VWAP stretch; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Opposite side of exhaustion/rejection event bar or recent impulse extreme; define before replay.,VWAP touch or fixed-R target candidate; choose one before replay.,3 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_SHORT_3_VOL_Q9095_V1,VWAP_DEVIATION_REVERSION,SHORT,3,volume_bucket_only,Q90_95,165,45,0.060606,3.319935,0.69697,1.608413,1.531903,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,3 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_LONG_3_VOL_Q7590_V1,VWAP_DEVIATION_REVERSION,LONG,3,volume_bucket_only,Q75_90,320,45,0.06875,3.148668,0.653125,1.497788,1.766146,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,3 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
